2 0 69 2 4 5 3 185 18 40 1021
4 0 39 2 4 4 5 190 13 61 1023
4 0 56 3 5 6 4 195 13 73 1024
2 0 75 2 4 4 1 177 11 83 1024
4 1 83 1 5 5 1 179 10 86 1024
3 1 67 1 7 8 1 172 12 67 1023
2 0 43 1 9 10 1 165 11 69 1023
5 0 49 1 11 12 1 174 12 60 1001
2 0 84 1 6 6 2 172 11 62 1001
1 0 102 1 3 3 1 162 11 64 1001
1 0 100 1 5 5 1 164 11 64 1001
2 0 84 2 5 6 1 174 13 61 1002
3 0 18 1 9 10 1 150 14 59 1002
1 0 75 1 2 3 2 175 16 56 1002
1 0 70 1 4 5 1 165 18 53 1002
1 0 78 1 3 4 1 167 19 47 1003
1 0 94 1 7 10 3 170 19 46 1002
2 1 67 2 4 7 1 172 20 44 1002
3 0 31 1 4 5 1 160 20 43 1002
3 0 66 2 5 5 4 164 22 41 1001
3 0 69 3 5 6 2 174 23 38 1001
1 0 129 1 5 6 1 154 23 34 1024
0 0 85 1 5 5 1 167 22 40 1024
2 0 55 2 3 4 2 169 19 59 1024
2 0 50 1 4 5 3 165 17 66 1024
2 0 61 1 12 12 1 177 16 65 1024
2 0 74 1 4 5 1 167 14 72 1025
4 0 62 3 4 4 1 195 16 62 1024
1 0 77 1 2 2 1 165 14 66 1024
2 0 76 2 4 5 1 164 14 68 1024
2 0 30 1 3 4 2 145 12 75 1024
2 0 41 1 5 6 1 149 14 56 1001
6 0 52 5 4 4 4 184 13 59 1001
1 0 83 1 2 3 1 159 13 61 1001
1 0 79 1 2 2 1 159 13 61 1001
1 0 92 1 4 4 1 180 17 57 1001
2 0 39 0 2 2 1 154 19 52 1002
2 0 33 0 2 3 1 162 21 47 1002
6 0 32 2 5 5 2 165 22 44 1002
1 0 33 1 1 1 1 155 22 43 1001
2 0 52 2 3 3 1 167 15 60 1001
1 0 66 1 8 9 1 172 23 41 1001
2 0 55 1 9 9 1 167 23 40 1001
2 0 44 1 6 6 3 172 24 38 1000
2 0 55 2 10 11 1 179 25 36 1000
2 0 79 2 9 9 1 185 24 38 1023
1 0 67 0 1 2 1 157 24 38 1022
2 0 72 1 4 4 1 164 23 44 1022
1 0 44 1 3 3 1 144 19 62 1022
2 0 49 1 11 11 2 169 19 55 1022
2 0 106 3 19 19 1 187 19 63 1022
3 0 46 1 3 3 2 185 18 67 1022
3 0 36 1 4 4 5 187 17 73 1022
4 0 48 3 5 6 4 192 18 61 998
3 0 69 2 4 4 2 182 17 73 1022
5 1 86 1 5 5 1 180 17 77 1022
2 1 76 1 7 8 1 170 17 65 1022
2 0 57 1 9 9 1 167 17 65 997
4 0 46 1 10 11 1 169 17 69 997
3 0 73 2 7 7 3 174 17 66 998
1 0 96 1 2 3 1 162 17 69 997
1 0 99 1 4 5 1 164 18 66 997
1 0 92 2 5 5 1 172 20 62 997
2 0 40 1 8 9 1 157 22 60 996
1 0 72 1 2 3 2 170 22 57 996
1 0 65 1 4 6 1 165 23 54 996
2 0 77 1 4 5 2 170 23 54 996
1 0 93 1 7 10 3 172 24 51 995
1 0 74 2 4 6 1 170 25 48 995
2 0 31 1 4 5 1 160 22 66 1018
3 0 62 2 4 5 4 162 24 40 994
3 0 66 3 6 6 3 172 22 52 1018
2 0 117 2 6 7 1 160 21 59 1018
0 0 88 1 5 5 1 167 18 77 1019
1 0 64 2 4 8 2 169 16 87 1019
2 0 47 1 4 5 3 167 15 92 1019
2 0 51 1 10 10 1 172 13 94 1020
2 0 72 1 4 5 1 165 12 96 1019
4 0 59 3 5 5 1 200 13 95 1019
1 0 79 1 2 2 1 165 13 90 1018
1 0 81 1 3 3 1 160 14 67 996
2 0 43 1 3 4 1 149 14 69 996
2 0 38 1 5 6 1 149 15 69 996
10 0 31 7 5 6 5 209 16 68 996
1 0 78 1 2 2 1 160 18 66 997
1 0 81 1 3 3 1 159 20 63 997
1 0 96 1 4 4 1 177 21 59 997
2 0 34 0 2 2 0 154 22 55 997
2 0 29 0 3 3 1 162 22 52 996
6 0 21 2 5 6 2 165 23 49 996
2 0 32 1 1 1 2 157 23 47 996
1 0 64 1 2 2 0 172 23 45 996
1 0 79 1 8 9 1 172 25 43 1019
2 0 63 1 14 15 1 177 25 39 1019
2 0 40 1 5 6 3 170 25 35 1017
3 0 52 2 12 13 1 182 20 64 1018
2 0 72 1 9 9 1 189 19 67 1018
1 0 68 0 1 1 1 155 19 68 1019
1 0 78 1 3 3 1 164 18 78 1019
1 0 45 1 3 3 1 144 20 50 996
2 0 46 1 11 11 2 167 19 52 996
3 0 67 2 17 17 1 185 18 55 997
3 0 67 3 6 7 3 190 17 56 997
3 0 34 1 4 5 4 185 16 58 997
4 0 35 2 5 5 3 185 15 60 996
5 0 61 3 5 5 3 189 14 62 996
3 0 103 1 7 7 1 179 16 65 997
2 0 79 1 7 8 2 167 17 65 997
2 0 57 1 9 9 2 169 18 62 997
3 0 45 1 10 10 1 165 21 57 997
3 0 64 1 8 8 3 172 22 54 997
1 0 92 1 2 2 2 164 23 50 998
1 0 97 1 4 4 1 162 23 46 997
1 0 96 1 5 5 1 172 24 44 997
3 0 40 1 8 8 1 162 25 42 997
1 0 64 1 2 3 1 169 25 41 996
1 0 60 1 4 6 1 164 26 38 996
3 0 67 2 4 6 3 170 26 38 1019
1 0 87 1 8 10 3 172 26 40 1018
1 0 78 2 4 7 1 169 24 42 1018
3 1 33 2 4 5 1 165 19 72 1018
2 0 58 1 4 5 4 164 18 66 1018
3 0 67 3 6 6 3 167 17 78 1019
4 0 103 3 7 7 2 169 16 80 1019
1 0 90 1 5 5 1 169 15 84 1019
1 0 74 2 6 12 3 167 14 88 1019
2 0 46 2 4 6 3 169 18 59 996
2 0 49 1 8 8 1 169 18 62 995
2 0 70 1 4 5 1 164 17 65 996
4 0 54 2 6 6 1 200 17 67 996
1 0 79 1 2 2 1 165 17 67 996
1 0 82 1 3 3 1 159 17 67 996
2 0 45 1 3 4 1 152 19 63 996
2 0 36 1 5 6 1 147 20 60 996
12 0 18 8 7 8 6 220 21 56 997
2 0 73 1 2 2 2 162 22 53 997
1 0 86 1 4 4 1 160 23 51 996
1 0 100 1 4 4 1 177 24 48 996
2 0 28 0 2 2 0 154 24 45 996
2 0 26 0 3 3 1 164 24 42 996
6 0 14 1 5 6 2 160 26 33 1018
2 0 29 1 1 2 2 157 25 35 1018
1 0 72 1 2 2 0 174 25 37 1018
1 0 87 1 9 9 1 174 24 39 1018
